lon,lat,ele
-2.568767247896623,51.8098694424884,86.12275354679913 
-2.570165098257555,51.81020069586148,91.46835578199615 
-2.571709911122934,51.8101552924074,96.46120081724044 
-2.572501742746244,51.81036675889293,98.7613258127711 
-2.572618497911799,51.81114031466228,99.28009850683216 
-2.573217735048881,51.81168036222629,103.0732412915984 
-2.572762939525339,51.81210334360292,104.1198678920398 
-2.572568454614333,51.81269024634837,107.4317054605092 
-2.571883857959888,51.81297310036778,109.5876504687946 
-2.571173456358164,51.81484285704313,127.5115244700672 
-2.569632002512487,51.81549784807556,128.1124553355988 
-2.569372110578424,51.81652202076521,129.2356643500687 
-2.569865663725016,51.81721918501147,129.0983346420815 
-2.569736254052188,51.81794838961761,120.118451861721 
-2.571326568479555,51.81838945505751,118.654074162634 
-2.570830344298559,51.81876011613927,122.2220129151347 
-2.570074369267724,51.8191557108015,124.2580227915551 
-2.56953909536842,51.82003324813681,130.9997285998552 
-2.56971479002793,51.82094905738501,140.2547547757002 
-2.568668786407921,51.82314782365025,144.4089295170527 
-2.56680938708211,51.82391617210394,134.407372369587 
-2.565865514027395,51.82558057432507,147.4528750772879 
-2.565493135988691,51.82588344480764,146.8115116960227 
-2.565135661555656,51.82779443454541,141.2657737069191 
-2.565178618713677,51.82835478836962,139.4291346090399 
-2.567327791464242,51.82838746570675,156.3216588629995 
-2.571614848468875,51.82687518570712,185.6856053082703 
-2.571386192152484,51.8262316171827,186.4320872255431 
-2.571377968621667,51.82522033841506,187.3276462311539 
-2.572348350557123,51.82496806708849,185.2518701666885 
-2.573843561270995,51.82540352838767,183.3440521038041 
-2.575827008619799,51.8251509368117,179.504900881763 
-2.577169349025389,51.82461109890282,187.1156707146975 
-2.577857754474394,51.82366611151473,189.8718835852497 
-2.578820278943112,51.82361768723322,190.3773765320098 
-2.579584180561314,51.82455186229821,194.8514468276114 
-2.578997173599515,51.82309444397105,183.4462667585074 
-2.57653905499568,51.8226508896653,165.1162848670611 
-2.576884376224862,51.81960448166783,167.6826695688689 
-2.576471827484852,51.81895954305167,167.2783416600425 
-2.575585696717778,51.81893463144396,154.6778007096616 
-2.575005096402723,51.82006929264738,151.4176374193044 
-2.574019393573313,51.81858159352893,129.9425208651053 
-2.573327278731555,51.81832900827538,134.0842776615465 
-2.577924265977869,51.81811657201025,195.6011767662899 
-2.577579896407559,51.81591741674941,186.5182651374136 
-2.577810845792006,51.81408357349726,171.7645667646361 
-2.57824398920798,51.81309349600507,169.362793712208 
-2.579812837445451,51.81423678047698,177.2679311451821 
-2.580688989817315,51.8124446681205,170.6757828468893 
-2.581911929054512,51.81246170231265,185.1025796899569 
-2.581168952958896,51.81148015726026,185.6319238095945 
-2.578282003408078,51.81093524441792,171.9741510570505 
-2.577841534475031,51.80983857169825,173.1322626035901 
-2.578258785761473,51.80813971055417,158.32509952276 
-2.579147856724223,51.8075586112865,135.63153000342 
-2.575449585630287,51.80825938269766,119.2926214698209 
-2.573954024455645,51.80842593947757,104.9020769668121 
-2.573899069584561,51.81053450095204,106.5035283805268 
-2.568767247896623,51.8098694424884,86.12275354679913
